cve_id,cvss,severity,exploitabilityscore,impactscore,reference,description,cpe_match,attackvector,attackcomplexity,privilegesrequired,userinteraction,confidentialityimpact,integrityimpact,availabilityimpact,publisheddate,modifieddate
CVE-2019-14634,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14633,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14632,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14631,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14628,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14627,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14624,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14623,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14622,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14621,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14619,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14618,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14617,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14616,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14614,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14606,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14597,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14595,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14594,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14593,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14592,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14589,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14588,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14585,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14583,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14582,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14581,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14580,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14579,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14578,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14577,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14576,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14573,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14572,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14571,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14567,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14564,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14561,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14560,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14555,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14554,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-14552,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11183,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11176,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11169,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11164,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11161,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11160,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11159,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11158,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11150,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11149,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11144,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11142,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11141,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11138,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11134,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11130,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11122,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11118,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11116,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11115,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-11099,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-0176,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-0167,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-0156,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-0137,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-0133,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-0125,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-0118,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-0100,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-0095,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2019-0087,0,-,-,-,-,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was in a CNA pool that was not assigned to any issues during 2019. Notes: none.,-,-,-,-,-,-,-,-,2023-02-28 19:15:00,2023-02-28 19:15:00
CVE-2023-27320,0,-,-,-,https://www.sudo.ws/releases/stable/#1.9.13p2,Sudo before 1.9.13p2 has a double free in the per-command chroot feature.,-,-,-,-,-,-,-,-,2023-02-28 18:15:00,2023-02-28 20:33:00
CVE-2023-25432,0,-,-,-,https://github.com/hundanchen69/bug_report/blob/main/vendors/janobe/Online%20Reviewer%20Management%20System/SQLi-1.md,An issue was discovered in Online Reviewer Management System v1.0. There is a SQL injection that can directly issue instructions to the background database system via reviewer_0/admins/assessments/course/course-update.php.,-,-,-,-,-,-,-,-,2023-02-28 18:15:00,2023-02-28 20:33:00
CVE-2023-25431,0,-,-,-,https://github.com/hundanchen69/bug_report/blob/main/vendors/janobe/Online%20Reviewer%20Management%20System/XSS-1.md,An issue was discovered in Online Reviewer Management System v1.0. There is a XSS vulnerability via reviewer_0/admins/assessments/course/course-update.php.,-,-,-,-,-,-,-,-,2023-02-28 18:15:00,2023-02-28 20:33:00
CVE-2023-1018,0,-,-,-,https://kb.cert.org/vuls/id/782720,An out-of-bounds read vulnerability exists in TPM2.0s Module Library allowing a 2-byte read past the end of a TPM2.0 command in the CryptParameterDecryption routine. An attacker who can successfully exploit this vulnerability can read or access sensitive data stored in the TPM.,-,-,-,-,-,-,-,-,2023-02-28 18:15:00,2023-02-28 20:33:00
CVE-2022-41727,0,-,-,-,https://go.dev/cl/468195,An attacker can craft a malformed TIFF image which will consume a significant amount of memory when passed to DecodeConfig. This could lead to a denial of service.,-,-,-,-,-,-,-,-,2023-02-28 18:15:00,2023-02-28 20:33:00
CVE-2022-41725,0,-,-,-,https://go.dev/issue/58006,A denial of service is possible from excessive resource consumption in net/http and mime/multipart. Multipart form parsing with mime/multipart.Reader.ReadForm can consume largely unlimited amounts of memory and disk files. This also affects form parsing in the net/http package with the Request methods FormFile FormValue ParseMultipartForm and PostFormValue. ReadForm takes a maxMemory parameter and is documented as storing up to maxMemory bytes +10MB (reserved for non-file parts) in memory. File parts which cannot be stored in memory are stored on disk in temporary files. The unconfigurable 10MB reserved for non-file parts is excessively large and can potentially open a denial of service vector on its own. However ReadForm did not properly account for all memory consumed by a parsed form such as map entry overhead part names and MIME headers permitting a maliciously crafted form to consume well over 10MB. In addition ReadForm contained no limit on the number of disk files created permitting a relatively small request body to create a large number of disk temporary files. With fix ReadForm now properly accounts for various forms of memory overhead and should now stay within its documented limit of 10MB + maxMemory bytes of memory consumption. Users should still be aware that this limit is high and may still be hazardous. In addition ReadForm now creates at most one on-disk temporary file combining multiple form parts into a single temporary file. The mime/multipart.File interface types documentation states If stored on disk the Files underlying concrete type will be an *os.File.. This is no longer the case when a form contains more than one file part due to this coalescing of parts into a single file. The previous behavior of using distinct files for each form part may be reenabled with the environment variable GODEBUG=multipartfiles=distinct. Users should be aware that multipart.ReadForm and the http.Request methods that call it do not limit the amount of disk consumed by temporary files. Callers can limit the size of form data with http.MaxBytesReader.,-,-,-,-,-,-,-,-,2023-02-28 18:15:00,2023-02-28 20:33:00
CVE-2022-41724,0,-,-,-,https://groups.google.com/g/golang-announce/c/V0aBFqaFs_E,Large handshake records may cause panics in crypto/tls. Both clients and servers may send large TLS handshake records which cause servers and clients respectively to panic when attempting to construct responses. This affects all TLS 1.3 clients TLS 1.2 clients which explicitly enable session resumption (by setting Config.ClientSessionCache to a non-nil value) and TLS 1.3 servers which request client certificates (by setting Config.ClientAuth >= RequestClientCert).,-,-,-,-,-,-,-,-,2023-02-28 18:15:00,2023-02-28 20:33:00
CVE-2022-41723,0,-,-,-,https://go.dev/cl/468135,A maliciously crafted HTTP/2 stream could cause excessive CPU consumption in the HPACK decoder sufficient to cause a denial of service from a small number of small requests.,-,-,-,-,-,-,-,-,2023-02-28 18:15:00,2023-02-28 20:33:00
CVE-2022-41722,0,-,-,-,https://pkg.go.dev/vuln/GO-2023-1568,A path traversal vulnerability exists in filepath.Clean on Windows. On Windows the filepath.Clean function could transform an invalid path such as a/../c:/b into the valid path c:\b. This transformation of a relative (if invalid) path into an absolute path could enable a directory traversal attack. After fix the filepath.Clean function transforms this path into the relative (but still invalid) path .\c:\b.,-,-,-,-,-,-,-,-,2023-02-28 18:15:00,2023-02-28 20:33:00
CVE-2023-27295,0,-,-,-,https://www.tenable.com/security/research/tra-2023-8,Cross-site request forgery is facilitated by OpenCATS failure to require CSRF tokens in POST requests. An attacker can exploit this issue by creating a dummy page that executes Javascript in an authenticated users session when visited.,-,-,-,-,-,-,-,-,2023-02-28 17:15:00,2023-02-28 17:17:00
CVE-2023-27294,0,-,-,-,https://www.tenable.com/security/research/tra-2023-8,Improper neutralization of input during web page generation allows an authenticated attacker with access to a restricted account to submit malicious Javascript as the description for a calendar event which would then be executed in other users browsers if they browse to that event. This could result in stealing session tokens from users with higher permission levels or forcing users to make actions without their knowledge.,-,-,-,-,-,-,-,-,2023-02-28 17:15:00,2023-02-28 17:17:00
CVE-2023-27293,0,-,-,-,https://www.tenable.com/security/research/tra-2023-8,Improper neutralization of input during web page generation allows an unauthenticated attacker to submit malicious Javascript as the answer to a questionnaire which would then be executed when an authenticated user reviews the candidates submission. This could be used to steal other users’ cookies and force users to make actions without their knowledge.,-,-,-,-,-,-,-,-,2023-02-28 17:15:00,2023-02-28 17:17:00
CVE-2023-27292,0,-,-,-,https://www.tenable.com/security/research/tra-2023-8,An open redirect vulnerability exposes OpenCATS to template injection due to improper validation of user-supplied GET parameters.,-,-,-,-,-,-,-,-,2023-02-28 17:15:00,2023-02-28 17:17:00
CVE-2023-25540,0,-,-,-,https://www.dell.com/support/kbdoc/en-us/000209895/dell-emc-powerscale-onefs-security-updates-for-multiple-security,Dell PowerScale OneFS 9.4.0.x contains an incorrect default permissions vulnerability. A local malicious user could potentially exploit this vulnerability to overwrite arbitrary files causing denial of service.,-,-,-,-,-,-,-,-,2023-02-28 17:15:00,2023-02-28 17:17:00
CVE-2023-23689,0,-,-,-,https://www.dell.com/support/kbdoc/en-us/000209895/dell-emc-powerscale-onefs-security-updates-for-multiple-security,Dell PowerScale nodes A200 A2000 H400 H500 H600 H5600 F800 F810 integrated hardware management software contains an uncontrolled resource consumption vulnerability. This may allow an unauthenticated network host to impair built-in hardware management functionality and trigger OneFS data protection mechanism causing a denial of service.,-,-,-,-,-,-,-,-,2023-02-28 17:15:00,2023-02-28 17:17:00
CVE-2023-20948,0,-,-,-,https://source.android.com/security/bulletin/2023-02-01,In dropFramesUntilIframe of AAVCAssembler.cpp there is a possible out of bounds read due to a heap buffer overflow. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12 Android-12L Android-13Android ID: A-230630526,-,-,-,-,-,-,-,-,2023-02-28 17:15:00,2023-02-28 17:17:00
CVE-2023-20946,0,-,-,-,https://source.android.com/security/bulletin/2023-02-01,In onStart of BluetoothSwitchPreferenceController.java there is a possible permission bypass due to a confused deputy. This could lead to remote escalation of privilege in Bluetooth settings with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-244423101,-,-,-,-,-,-,-,-,2023-02-28 17:15:00,2023-02-28 17:17:00
